date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1926-06-20,Germany,Sweden,3,3,Friendly,Nuremberg,Germany,False
1926-06-28,Yugoslavia,Czechoslovakia,2,6,Friendly,Zagreb,Yugoslavia,False
1926-07-03,Czechoslovakia,Sweden,4,2,Friendly,Prague,Czechoslovakia,False
1926-07-04,Poland,Estonia,2,0,Friendly,Warsaw,Poland,False
1926-07-07,Czechoslovakia,Catalonia,2,1,Friendly,Prague,Czechoslovakia,False
1926-07-18,Sweden,Italy,5,3,Friendly,Stockholm,Sweden,False
1926-07-20,Latvia,Sweden,4,1,Friendly,Riga,Latvia,False
1926-07-23,Estonia,Sweden,1,7,Friendly,Tallinn,Estonia,False
1926-07-26,Finland,Sweden,2,3,Friendly,Helsinki,Finland,False
1926-08-08,Poland,Finland,7,1,Friendly,Pozna흦,Poland,False
1926-08-12,Latvia,Finland,1,4,Friendly,Riga,Latvia,False
1926-08-20,Hungary,Poland,4,1,Friendly,Budapest,Hungary,False
1926-08-21,Lithuania,Latvia,2,3,Friendly,Kaunas,Lithuania,False
1926-09-05,Finland,Estonia,1,1,Friendly,Helsinki,Finland,False
1926-09-12,Poland,Turkey,6,1,Friendly,Lw처w,Poland,False
1926-09-19,Austria,Hungary,2,3,Friendly,Vienna,Austria,False
1926-09-19,Latvia,Estonia,0,1,Friendly,Riga,Latvia,False
1926-09-19,Norway,Denmark,2,2,Nordic Championship,Oslo,Norway,False
1926-09-28,Czechoslovakia,Austria,1,2,Friendly,Prague,Czechoslovakia,False
1926-10-03,Denmark,Sweden,2,0,Nordic Championship,Copenhagen,Denmark,False
1926-10-03,Sweden,Poland,3,1,Friendly,Stockholm,Sweden,False
1926-10-03,Yugoslavia,Romania,2,3,Friendly,Zagreb,Yugoslavia,False
1926-10-10,Austria,Switzerland,7,1,Friendly,Vienna,Austria,False
1926-10-10,Norway,Poland,3,4,Friendly,Fredrikstad,Norway,False
1926-10-12,Chile,Bolivia,7,1,Copa Am챕rica,Santiago,Chile,False
1926-10-16,Argentina,Bolivia,5,0,Copa Am챕rica,Santiago,Chile,True
1926-10-17,Chile,Uruguay,1,3,Copa Am챕rica,Santiago,Chile,False
1926-10-20,Argentina,Paraguay,8,0,Copa Am챕rica,Santiago,Chile,True
1926-10-20,England,Northern Ireland,3,3,British Home Championship,Liverpool,England,False
1926-10-23,Bolivia,Paraguay,1,6,Copa Am챕rica,Santiago,Chile,True
1926-10-24,Argentina,Uruguay,0,2,Copa Am챕rica,Santiago,Chile,True
1926-10-28,Bolivia,Uruguay,0,6,Copa Am챕rica,Santiago,Chile,True
1926-10-28,Czechoslovakia,Italy,3,1,Friendly,Prague,Czechoslovakia,False
1926-10-30,Scotland,Wales,3,0,British Home Championship,Glasgow,Scotland,False
1926-10-31,Chile,Argentina,1,1,Copa Am챕rica,Santiago,Chile,False
1926-10-31,Netherlands,Germany,2,3,Friendly,Amsterdam,Netherlands,False
1926-11-01,Paraguay,Uruguay,1,6,Copa Am챕rica,Santiago,Chile,True
1926-11-03,Chile,Paraguay,5,1,Copa Am챕rica,Santiago,Chile,False
1926-11-06,United States,Canada,6,2,Friendly,New York,United States,False
1926-11-07,Austria,Sweden,3,1,Friendly,Vienna,Austria,False
1926-11-14,Hungary,Sweden,3,1,Friendly,Budapest,Hungary,False
1926-11-20,Jamaica,Haiti,6,0,Friendly,Kingston,Jamaica,False
1926-12-12,Germany,Switzerland,2,3,Friendly,Munich,Germany,False
1926-12-19,Spain,Hungary,4,2,Friendly,Vigo,Spain,False
1926-12-26,Portugal,Hungary,3,3,Friendly,Porto,Portugal,False
1927-01-02,Belgium,Czechoslovakia,2,3,Friendly,Li챔ge,Belgium,False
1927-01-30,Switzerland,Italy,1,5,Friendly,Geneva,Switzerland,False
1927-02-12,Wales,England,3,3,British Home Championship,Wrexham,Wales,False
1927-02-20,Italy,Czechoslovakia,2,2,Friendly,Milan,Italy,False
1927-02-26,Northern Ireland,Scotland,0,2,British Home Championship,Belfast,Northern Ireland,False
1927-03-13,Belgium,Netherlands,2,0,Friendly,Antwerp,Belgium,False
1927-03-16,Portugal,France,4,0,Friendly,Lisbon,Portugal,False
1927-03-20,Austria,Czechoslovakia,1,2,Friendly,Vienna,Austria,False
1927-04-02,Scotland,England,1,2,British Home Championship,Glasgow,Scotland,False
1927-04-03,Belgium,Sweden,2,1,Friendly,Forest,Belgium,False
1927-04-07,Jersey,Alderney,3,0,Muratti Vase,Jersey,Jersey,False
1927-04-09,Wales,Northern Ireland,2,2,British Home Championship,Cardiff,Wales,False
1927-04-10,Austria,Hungary,6,0,Friendly,Vienna,Austria,False
1927-04-10,Hungary,Yugoslavia,3,0,Friendly,Budapest,Hungary,False
1927-04-17,Italy,Portugal,3,1,Friendly,Turin,Italy,False
1927-04-17,Spain,Switzerland,1,0,Friendly,Santander,Spain,False
1927-04-24,Czechoslovakia,Hungary,4,1,Friendly,Prague,Czechoslovakia,False
1927-04-24,France,Italy,3,3,Friendly,Colombes,France,False
1927-04-28,Guernsey,Jersey,1,0,Muratti Vase,Guernsey,Guernsey,False
1927-05-01,Netherlands,Belgium,3,2,Friendly,Amsterdam,Netherlands,False
1927-05-10,Romania,Yugoslavia,0,3,Friendly,Bucharest,Romania,False
1927-05-11,Belgium,England,1,9,Friendly,Brussels,Belgium,False
1927-05-15,Bulgaria,Yugoslavia,0,2,Friendly,Sofia,Bulgaria,False
1927-05-21,Luxembourg,England,2,5,Friendly,Esch-sur-Alzette,Luxembourg,False
1927-05-22,Austria,Belgium,4,1,Friendly,Vienna,Austria,False
1927-05-22,France,Spain,1,4,Friendly,Colombes,France,False
1927-05-26,Czechoslovakia,Belgium,4,0,Friendly,Prague,Czechoslovakia,False
1927-05-26,France,England,0,6,Friendly,Colombes,France,False
1927-05-29,Italy,Spain,2,0,Friendly,Bologna,Italy,False
1927-05-29,Norway,Denmark,0,1,Friendly,Oslo,Norway,False
1927-05-29,Sweden,Latvia,12,0,Friendly,Stockholm,Sweden,False
1927-05-29,Switzerland,Austria,1,4,Friendly,Z체rich,Switzerland,False
1927-06-12,Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,False
1927-06-12,Hungary,France,13,1,Friendly,Budapest,Hungary,False
1927-06-12,Sweden,Finland,6,2,Friendly,Stockholm,Sweden,False
1927-06-15,Norway,Finland,3,1,Friendly,Oslo,Norway,False
1927-06-16,Estonia,Latvia,4,1,Friendly,Tallinn,Estonia,False
1927-06-19,Romania,Poland,3,3,Friendly,Bucharest,Romania,False
1927-06-19,Sweden,Denmark,0,0,Nordic Championship,Stockholm,Sweden,False
1927-06-25,New Zealand,Canada,2,2,Friendly,Dunedin,New Zealand,False
1927-06-26,Norway,Sweden,3,5,Nordic Championship,Oslo,Norway,False
1927-07-01,Sweden,Estonia,3,1,Friendly,Norrk철ping,Sweden,False
1927-07-02,New Zealand,Canada,1,2,Friendly,Christchurch,New Zealand,False
1927-07-09,New Zealand,Canada,1,0,Friendly,Wellington,New Zealand,False
1927-07-14,Uruguay,Argentina,0,1,Copa Newton,Montevideo,Uruguay,False
1927-07-17,Bulgaria,Turkey,3,3,Friendly,Sofia,Bulgaria,False
1927-07-23,New Zealand,Canada,1,4,Friendly,Auckland,New Zealand,False
1927-07-27,Latvia,Lithuania,6,3,Friendly,Riga,Latvia,False
1927-08-10,Estonia,Finland,2,1,Friendly,Tallinn,Estonia,False
1927-08-13,Lithuania,Estonia,0,5,Friendly,Kaunas,Lithuania,False
1927-08-27,China,Japan,5,1,Far Eastern Championship Games,Shanghai,China,False
1927-08-29,Japan,Philippines,2,1,Far Eastern Championship Games,Shanghai,China,True
1927-08-30,Argentina,Uruguay,0,1,Copa Lipton,Buenos Aires,Argentina,False
1927-08-31,China,Philippines,3,1,Far Eastern Championship Games,Shanghai,China,False
1927-09-04,Sweden,Belgium,7,0,Friendly,Stockholm,Sweden,False
1927-09-11,Finland,Latvia,3,1,Friendly,Helsinki,Finland,False
1927-09-18,Czechoslovakia,Austria,2,0,Central European International Cup,Prague,Czechoslovakia,False
1927-09-25,Hungary,Austria,5,3,Central European International Cup,Budapest,Hungary,False
1927-09-25,Latvia,Estonia,4,1,Friendly,Riga,Latvia,False
1927-10-02,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False
1927-10-09,Hungary,Czechoslovakia,1,2,Friendly,Budapest,Hungary,False
1927-10-14,Turkey,Bulgaria,3,1,Friendly,Istanbul,Turkey,False
1927-10-22,Northern Ireland,England,2,0,British Home Championship,Belfast,Northern Ireland,False
1927-10-23,Czechoslovakia,Italy,2,2,Central European International Cup,Prague,Czechoslovakia,False
1927-10-23,Germany,Norway,6,2,Friendly,Altona,Germany,False
1927-10-28,Czechoslovakia,Yugoslavia,5,3,Friendly,Prague,Czechoslovakia,False
1927-10-29,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False
1927-10-30,Argentina,Bolivia,7,1,Copa Am챕rica,Lima,Peru,True
1927-10-30,Denmark,Norway,3,1,Nordic Championship,Copenhagen,Denmark,False
1927-11-01,Peru,Uruguay,0,4,Copa Am챕rica,Lima,Peru,False
1927-11-06,Bolivia,Uruguay,0,9,Copa Am챕rica,Lima,Peru,True
1927-11-06,Italy,Austria,0,1,Central European International Cup,Bologna,Italy,False
1927-11-06,Switzerland,Sweden,2,2,Friendly,Z체rich,Switzerland,False
1927-11-07,Honduras,El Salvador,1,0,Friendly,Tegucigalpa,Honduras,False
1927-11-08,Honduras,El Salvador,0,0,Friendly,Tegucigalpa,Honduras,False
1927-11-13,Netherlands,Sweden,1,0,Friendly,Amsterdam,Netherlands,False
1927-11-13,Peru,Bolivia,3,2,Copa Am챕rica,Lima,Peru,False
1927-11-20,Argentina,Uruguay,3,2,Copa Am챕rica,Lima,Peru,True
1927-11-20,Germany,Netherlands,2,2,Friendly,Cologne,Germany,False
1927-11-27,Peru,Argentina,1,5,Copa Am챕rica,Lima,Peru,False
1927-11-28,England,Wales,1,2,British Home Championship,Burnley,England,False
1927-12-10,Chile,Uruguay,2,3,Friendly,Vi챰a del Mar,Chile,False
1928-01-01,Italy,Switzerland,3,2,Central European International Cup,Genoa,Italy,False
1928-01-08,Belgium,Austria,1,2,Friendly,Brussels,Belgium,False
1928-01-08,Portugal,Spain,2,2,Friendly,Lisbon,Portugal,False
1928-02-04,Northern Ireland,Wales,1,2,British Home Championship,Belfast,Northern Ireland,False
1928-02-12,Belgium,Republic of Ireland,2,4,Friendly,Li챔ge,Belgium,False
1928-02-21,France,Northern Ireland,4,0,Friendly,Montrouge,France,False
1928-02-25,Scotland,Northern Ireland,0,1,British Home Championship,Glasgow,Scotland,False
1928-03-11,Netherlands,Belgium,1,1,Friendly,Amsterdam,Netherlands,False
1928-03-11,Switzerland,France,4,3,Friendly,Lausanne,Switzerland,False
1928-03-16,Guyana,Trinidad and Tobago,1,1,Friendly,Georgetown,British Guiana,False
1928-03-25,Italy,Hungary,4,3,Central European International Cup,Rome,Italy,False
1928-03-31,England,Scotland,1,5,British Home Championship,London,England,False
1928-04-01,Austria,Czechoslovakia,0,1,Central European International Cup,Vienna,Austria,False
1928-04-01,Belgium,Netherlands,1,0,Friendly,Antwerp,Belgium,False
1928-04-01,Portugal,Argentina,0,0,Friendly,Lisbon,Portugal,False
1928-04-08,Yugoslavia,Turkey,2,1,Friendly,Zagreb,Yugoslavia,False
1928-04-15,France,Belgium,2,3,Friendly,Colombes,France,False
1928-04-15,Portugal,Italy,4,1,Friendly,Porto,Portugal,False
1928-04-15,Romania,Turkey,4,2,Friendly,Arad,Romania,False
1928-04-15,Switzerland,Germany,2,3,Friendly,Bern,Switzerland,False
1928-04-15,Uganda,Kenya,4,0,Friendly,Kampala,Uganda,False
1928-04-19,Guernsey,Alderney,4,0,Muratti Vase,Guernsey,Guernsey,False
1928-04-22,Hungary,Czechoslovakia,2,0,Central European International Cup,Budapest,Hungary,False
1928-04-22,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False
1928-04-22,Spain,Italy,1,1,Friendly,Gij처n,Spain,False
1928-04-29,France,Portugal,1,1,Friendly,Paris,France,False
1928-05-03,Jersey,Guernsey,2,1,Muratti Vase,Jersey,Jersey,False
1928-05-06,Austria,Yugoslavia,3,0,Friendly,Vienna,Austria,False
1928-05-06,Hungary,Austria,5,5,Friendly,Budapest,Hungary,False
1928-05-06,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,False
1928-05-06,Yugoslavia,Romania,3,1,Friendly,Belgrade,Yugoslavia,False
1928-05-13,France,Czechoslovakia,0,2,Friendly,Colombes,France,False
1928-05-17,France,England,1,5,Friendly,Colombes,France,False
1928-05-19,Belgium,England,1,3,Friendly,Antwerp,Belgium,False
1928-05-27,Portugal,Chile,4,2,Olympic Games,Amsterdam,Netherlands,True
1928-05-27,Belgium,Luxembourg,5,3,Olympic Games,Amsterdam,Netherlands,True
1928-05-28,Germany,Switzerland,4,0,Olympic Games,Amsterdam,Netherlands,True
1928-05-28,Egypt,Turkey,7,1,Olympic Games,Amsterdam,Netherlands,True
1928-05-29,Italy,France,4,3,Olympic Games,Amsterdam,Netherlands,True
1928-05-29,Portugal,Yugoslavia,2,1,Olympic Games,Amsterdam,Netherlands,True
1928-05-29,Argentina,United States,11,2,Olympic Games,Amsterdam,Netherlands,True
1928-05-30,Spain,Mexico,7,1,Olympic Games,Amsterdam,Netherlands,True
1928-05-30,Netherlands,Uruguay,0,2,Olympic Games,Amsterdam,Netherlands,False
1928-06-01,Italy,Spain,1,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-02,Argentina,Belgium,6,3,Olympic Games,Amsterdam,Netherlands,True
1928-06-03,Finland,Norway,0,6,Friendly,Helsinki,Finland,False
1928-06-03,Uruguay,Germany,4,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-04,Italy,Spain,7,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-04,Egypt,Portugal,2,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-05,Netherlands,Belgium,3,1,Olympic Games,Rotterdam,Netherlands,False
1928-06-05,Chile,Mexico,3,1,Olympic Games,Arnhem,Netherlands,True
1928-06-06,Argentina,Egypt,6,0,Olympic Games,Amsterdam,Netherlands,True
1928-06-07,Sweden,Norway,6,1,Nordic Championship,Stockholm,Sweden,False
1928-06-07,Uruguay,Italy,3,2,Olympic Games,Amsterdam,Netherlands,True
1928-06-08,Netherlands,Chile,2,2,Olympic Games,Rotterdam,Netherlands,False
1928-06-09,Italy,Egypt,11,3,Olympic Games,Amsterdam,Netherlands,True
1928-06-10,Poland,United States,3,3,Friendly,Warsaw,Poland,False
1928-06-10,Uruguay,Argentina,1,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-13,Uruguay,Argentina,2,1,Olympic Games,Amsterdam,Netherlands,True
1928-06-14,Netherlands,Egypt,1,2,Friendly,Rotterdam,Netherlands,False
1928-06-17,Norway,Denmark,2,3,Nordic Championship,Oslo,Norway,False
1928-06-28,Luxembourg,Egypt,1,1,Friendly,Esch-sur-Alzette,Luxembourg,False
1928-07-01,Poland,Sweden,2,1,Friendly,Katowice,Poland,False
1928-07-06,Latvia,Sweden,0,4,Friendly,Riga,Latvia,False
1928-07-09,Estonia,Sweden,0,1,Friendly,Tallinn,Estonia,False
1928-07-25,Latvia,Lithuania,3,0,Baltic Cup,Tallinn,Estonia,True
1928-07-26,Estonia,Lithuania,6,0,Baltic Cup,Tallinn,Estonia,False
1928-07-27,Estonia,Latvia,0,1,Baltic Cup,Tallinn,Estonia,False
1928-07-29,Sweden,Austria,2,3,Friendly,Stockholm,Sweden,False
1928-08-12,Finland,Estonia,2,2,Friendly,Helsinki,Finland,False
1928-08-15,Paraguay,Uruguay,3,1,Friendly,Asunci처n,Paraguay,False
1928-08-17,Belarus,Switzerland,6,3,Friendly,Moscow,Soviet Union,True
1928-08-19,Belarus,Ukraine,2,6,Friendly,Moscow,Soviet Union,True
1928-08-19,Latvia,Finland,2,1,Friendly,Riga,Latvia,False
1928-08-19,Paraguay,Uruguay,1,1,Friendly,Asunci처n,Paraguay,False
1928-08-22,Belarus,Finland,1,2,Friendly,Moscow,Soviet Union,True
1928-08-30,Argentina,Uruguay,1,0,Copa Newton,Avellaneda,Argentina,False
1928-09-01,Lithuania,Latvia,1,1,Friendly,Kaunas,Lithuania,False
1928-09-02,Finland,Sweden,2,3,Friendly,Helsinki,Finland,False
1928-09-16,Germany,Denmark,2,1,Friendly,Nuremberg,Germany,False
1928-09-21,Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,False
1928-09-23,Czechoslovakia,Hungary,6,1,Friendly,Prague,Czechoslovakia,False
1928-09-23,Latvia,Estonia,1,1,Friendly,Riga,Latvia,False
1928-09-23,Norway,Germany,0,2,Friendly,Oslo,Norway,False
1928-09-30,Sweden,Germany,2,0,Friendly,Stockholm,Sweden,False
1928-10-07,Austria,Hungary,5,1,Central European International Cup,Vienna,Austria,False
1928-10-07,Denmark,Sweden,3,1,Nordic Championship,Copenhagen,Denmark,False
1928-10-14,Switzerland,Italy,2,3,Central European International Cup,Z체rich,Switzerland,False
1928-10-22,England,Northern Ireland,2,1,British Home Championship,Liverpool,England,False
1928-10-27,Czechoslovakia,Poland,3,2,Friendly,Prague,Czechoslovakia,False
1928-10-27,Scotland,Wales,4,2,British Home Championship,Glasgow,Scotland,False
1928-10-28,Austria,Switzerland,2,0,Central European International Cup,Vienna,Austria,False
1928-10-28,Czechoslovakia,Yugoslavia,7,1,Friendly,Prague,Czechoslovakia,False
1928-11-01,Hungary,Switzerland,3,1,Central European International Cup,Budapest,Hungary,False
1928-11-04,Netherlands,Belgium,1,1,Friendly,Amsterdam,Netherlands,False
1928-11-11,Italy,Austria,2,2,Friendly,Rome,Italy,False
1928-11-17,Wales,England,2,3,British Home Championship,Swansea,Wales,False
1928-12-02,Italy,Netherlands,3,2,Friendly,Milan,Italy,False
1928-12-07,El Salvador,Honduras,5,0,Friendly,San Salvador,El Salvador,False
1929-02-02,Wales,Northern Ireland,2,2,British Home Championship,Wrexham,Wales,False
1929-02-10,Germany,Switzerland,7,1,Friendly,Mannheim,Germany,False
1929-02-23,Northern Ireland,Scotland,3,7,British Home Championship,Belfast,Northern Ireland,False
1929-02-24,France,Hungary,3,0,Friendly,Colombes,France,False
1929-03-03,Italy,Czechoslovakia,4,2,Central European International Cup,Bologna,Italy,False
1929-03-17,Czechoslovakia,Austria,3,3,Friendly,Prague,Czechoslovakia,False
1929-03-17,Netherlands,Switzerland,3,2,Friendly,Amsterdam,Netherlands,False
1929-03-17,Spain,Portugal,5,0,Friendly,Seville,Spain,False
1929-03-24,France,Portugal,2,0,Friendly,Colombes,France,False
1929-04-07,Austria,Italy,3,0,Central European International Cup,Vienna,Austria,False
1929-04-13,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,False
1929-04-14,Spain,France,8,1,Friendly,Zaragoza,Spain,False
1929-04-14,Switzerland,Hungary,4,5,Central European International Cup,Bern,Switzerland,False
1929-04-18,Jersey,Guernsey,1,7,Muratti Vase,Jersey,Jersey,False
1929-04-20,Barbados,Trinidad and Tobago,3,0,Friendly,Bridgetown,Barbados,False
1929-04-21,Romania,Bulgaria,3,0,Friendly,Bucharest,Romania,False
1929-04-22,Barbados,Trinidad and Tobago,2,0,Friendly,Bridgetown,Barbados,False
1929-04-24,Barbados,Trinidad and Tobago,2,1,Friendly,Bridgetown,Barbados,False
1929-04-28,Italy,Germany,1,2,Friendly,Turin,Italy,False
1929-04-30,Republic of Ireland,Belgium,4,0,Friendly,Dublin,Irish Free State,False
1929-05-01,El Salvador,Nicaragua,9,0,Friendly,San Salvador,El Salvador,False
1929-05-02,Guernsey,Alderney,5,0,Muratti Vase,Guernsey,Guernsey,False
1929-05-05,Austria,Hungary,2,2,Friendly,Vienna,Austria,False
1929-05-05,Belgium,Netherlands,3,1,Friendly,Antwerp,Belgium,False
1929-05-05,Switzerland,Czechoslovakia,1,4,Central European International Cup,Lausanne,Switzerland,False
1929-05-09,France,England,1,4,Friendly,Colombes,France,False
1929-05-10,Romania,Yugoslavia,2,3,Friendly,Bucharest,Romania,False
1929-05-11,Belgium,England,1,5,Friendly,Forest,Belgium,False
1929-05-15,Kenya,Uganda,3,5,Friendly,Nairobi,Kenya,False
1929-05-15,Spain,England,4,3,Friendly,Madrid,Spain,False
1929-05-19,France,Yugoslavia,1,3,Friendly,Colombes,France,False
1929-05-26,Belgium,France,4,1,Friendly,Li챔ge,Belgium,False
1929-05-26,Norway,Scotland,3,7,Friendly,Bergen,Norway,False
1929-06-01,Germany,Scotland,1,1,Friendly,Berlin,Germany,False
1929-06-04,Netherlands,Scotland,0,2,Friendly,Amsterdam,Netherlands,False
1929-06-09,Sweden,Netherlands,6,2,Friendly,Stockholm,Sweden,False
1929-06-12,Norway,Netherlands,4,4,Friendly,Oslo,Norway,False
1929-06-14,Sweden,Finland,3,1,Nordic Championship,Stockholm,Sweden,False
1929-06-16,Argentina,Uruguay,2,0,Friendly,Buenos Aires,Argentina,False
1929-06-16,Sweden,Denmark,3,2,Nordic Championship,Gothenburg,Sweden,False
1929-06-16,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,False
1929-06-18,Norway,Finland,4,0,Nordic Championship,Oslo,Norway,False
1929-06-23,Denmark,Norway,2,5,Nordic Championship,Copenhagen,Denmark,False
1929-06-23,Germany,Sweden,3,0,Friendly,Cologne,Germany,False
1929-06-28,Yugoslavia,Czechoslovakia,3,3,Friendly,Zagreb,Yugoslavia,False
1929-06-30,Bulgaria,Greece,1,1,Friendly,Sofia,Bulgaria,False
1929-07-07,Sweden,Estonia,4,1,Friendly,Landskrona,Sweden,False
1929-07-25,Estonia,Finland,1,1,Friendly,Tallinn,Estonia,False
1929-07-28,Sweden,Latvia,10,0,Friendly,Malm철,Sweden,False
1929-08-14,Latvia,Lithuania,3,1,Baltic Cup,Riga,Latvia,False
1929-08-15,Latvia,Estonia,2,2,Baltic Cup,Riga,Latvia,False
1929-08-16,Estonia,Lithuania,5,2,Baltic Cup,Riga,Latvia,True
1929-08-27,Finland,Estonia,2,1,Friendly,Helsinki,Finland,False
1929-09-08,Czechoslovakia,Hungary,1,1,Central European International Cup,Prague,Czechoslovakia,False
1929-09-15,Austria,Czechoslovakia,2,1,Friendly,Vienna,Austria,False
1929-09-15,Bulgaria,Romania,2,3,Friendly,Sofia,Bulgaria,False
1929-09-15,Finland,Latvia,3,1,Friendly,Helsinki,Finland,False
1929-09-18,Estonia,Latvia,4,1,Friendly,Tallinn,Estonia,False
1929-09-20,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,False
1929-09-28,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False
1929-09-29,Norway,Sweden,2,1,Nordic Championship,Oslo,Norway,False
1929-10-06,Czechoslovakia,Switzerland,5,0,Central European International Cup,Prague,Czechoslovakia,False
1929-10-06,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False
1929-10-06,Romania,Yugoslavia,2,1,Balkan Cup,Bucharest,Romania,False
1929-10-13,Denmark,Finland,8,0,Nordic Championship,Copenhagen,Denmark,False
1929-10-19,Northern Ireland,England,0,3,British Home Championship,Belfast,Northern Ireland,False
1929-10-20,Germany,Finland,4,0,Friendly,Altona,Germany,False
1929-10-26,Trinidad and Tobago,Guyana,0,0,Friendly,Port of Spain,Trinidad and Tobago,False
1929-10-26,Wales,Scotland,2,4,British Home Championship,Cardiff,Wales,False
1929-10-27,Switzerland,Austria,1,3,Central European International Cup,Bern,Switzerland,False
1929-10-28,Czechoslovakia,Yugoslavia,4,3,Friendly,Prague,Czechoslovakia,False
1929-11-01,Paraguay,Uruguay,3,0,Copa Am챕rica,Buenos Aires,Argentina,True
1929-11-02,Trinidad and Tobago,Guyana,0,1,Friendly,Port of Spain,Trinidad and Tobago,False
1929-11-03,Argentina,Peru,3,0,Copa Am챕rica,Buenos Aires,Argentina,False
1929-11-03,Netherlands,Norway,1,4,Friendly,Amsterdam,Netherlands,False
1929-11-03,Trinidad and Tobago,Guyana,3,1,Friendly,Port of Spain,Trinidad and Tobago,False
1929-11-10,Argentina,Paraguay,4,1,Copa Am챕rica,Buenos Aires,Argentina,False
